领域代码,领域,地区代码 (M49),地区,要素代码,要素,科目代码,科目,年份代码,年份,单位,值,标识,标识描述,说明
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","27.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","28.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","28.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","28.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","29.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","29.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","30","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2014","2014","%","30.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2015","2015","%","30.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2016","2016","%","31.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2017","2017","%","31.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","31.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2019","2019","%","32.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2020","2020","%","32.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2021","2021","%","33","X","Figure from international organizations",""
"FS","粮食安全指标套系","792","土耳其","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2022","2022","%","33.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2000","2000","%","27.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2001","2001","%","28.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2002","2002","%","29.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2003","2003","%","30.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2004","2004","%","31.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2005","2005","%","32.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2006","2006","%","32.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","33.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","34.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","35.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","35.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","36.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","37.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","38.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2014","2014","%","38.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2015","2015","%","39.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2016","2016","%","40.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2017","2017","%","41.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","41.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2019","2019","%","42.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2020","2020","%","43","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2021","2021","%","43.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","818","埃 及","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2022","2022","%","44.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2000","2000","%","4.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2001","2001","%","5.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2002","2002","%","5.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2003","2003","%","5.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2004","2004","%","6.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2005","2005","%","6.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2006","2006","%","6.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","7.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","7.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","7.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","8.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","8.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","8.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","8.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2014","2014","%","9.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2015","2015","%","9.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2016","2016","%","9.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2017","2017","%","10.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","10.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2019","2019","%","11","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2020","2020","%","11.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2021","2021","%","11.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","566","尼日利亚","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2022","2022","%","12.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2000","2000","%","27.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2001","2001","%","28","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2002","2002","%","28.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2003","2003","%","29.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2004","2004","%","30","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2005","2005","%","30.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2006","2006","%","31.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","31.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","32.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","32.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","33.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","33.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","34.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","34.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2014","2014","%","35","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2015","2015","%","35.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2016","2016","%","35.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2017","2017","%","36.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","36.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2019","2019","%","36.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2020","2020","%","37","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2021","2021","%","37.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","275","巴勒斯坦","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2022","2022","%","37.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2000","2000","%","17.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2001","2001","%","18.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2002","2002","%","18.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2003","2003","%","19","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2004","2004","%","19.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2005","2005","%","19.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2006","2006","%","19.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","20.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","20.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","20.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","20.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2014","2014","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2015","2015","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2016","2016","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2017","2017","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2019","2019","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2020","2020","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2021","2021","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","276","德 国","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2022","2022","%","20.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2000","2000","%","15.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2001","2001","%","15.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2002","2002","%","16","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2003","2003","%","16.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2004","2004","%","16.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2005","2005","%","17.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2006","2006","%","17.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","18.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","18.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","19.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","19.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","20.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","20.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","21.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2014","2014","%","21.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2015","2015","%","22.4","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2016","2016","%","23","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2017","2017","%","23.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","24.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2019","2019","%","24.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2020","2020","%","25.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2021","2021","%","26.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","703","斯洛伐克","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2022","2022","%","26.8","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2000","2000","%","4.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2001","2001","%","4.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2002","2002","%","5","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2003","2003","%","5.2","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2004","2004","%","5.5","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2005","2005","%","5.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2006","2006","%","6","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","6.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","6.6","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","6.9","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","7.3","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","7.7","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","8.1","X","Figure from international organizations",""
"FS","粮食安全指标套系","702","新加坡","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","8.5","X","Figure from international organizations",""
